Cohort,Settlement Date,Family,Facility,Tank,TaskID,Inventory Date,Months since Set date,Total Animals,Mean SL (mm)
2020,7/30/2020,GR18 X OR87,MCR,B22,Inventory_1,1/26/2021,5,651,3.000
2020,7/30/2020,GR18 X GR13,MCR,B03,Inventory_1,1/21/2021,5,1468,2.700
2020,7/30/2020,GR18 X GR13,MCR,B25,Inventory_1,1/21/2021,5,433,3.157
2020,7/30/2020,GR18 X GR13,MCR,B30,Inventory_1,1/21/2021,5,962,3.113
2020,7/30/2020,GR18 X GR13,MCR,C10,Inventory_1,1/21/2021,5,163,2.329
2020,7/30/2020,GR18 X GR17,MCR,B08,Inventory_1,1/21/2021,5,281,4.190
2020,7/30/2020,GR18 X GR17,MCR,B14,Inventory_1,1/21/2021,5,150,4.150
2020,7/30/2020,GR18 X GR17,MCR,B19,Inventory_1,1/21/2021,5,67,3.660
2020,7/30/2020,GR18 X OR48,MCR,B35,Inventory_1,1/21/2021,5,551,3.470
2020,7/30/2020,GR18 X OR48,MCR,B38,Inventory_1,1/21/2021,5,558,3.460
2020,7/30/2020,GR18 X OR48,MCR,C09,Inventory_1,1/21/2021,5,215,2.160
2020,6/25/2020,GR02 X OR91,MCR,B18,Inventory_2,1/21/2021,6,376,3.123
2020,6/25/2020,GR02 X GR20,MCR,B07,Inventory_2,1/21/2021,6,769,5.750
2020,7/30/2020,GR18 X OR91,MCR,B05,Inventory_1,1/21/2021,5,467,2.900
2020,7/30/2020,GR18 X OR91,MCR,B34,Inventory_1,1/21/2021,5,946,3.247
2020,7/30/2020,GR26 X OR48,MCR,B13,Inventory_1,1/21/2021,5,74,5.367
2020,7/30/2020,GR26 X OR48,MCR,C22,Inventory_1,1/21/2021,5,1189,2.767
2020,8/13/2020,GR23 X OR46,MCR,D03,Inventory_1,2/1/2021,5,363,3.166
2020,8/13/2020,GR23 X OR46,MCR,D12,Inventory_1,2/1/2021,5,379,3.276
2020,8/13/2020,GR23 X OR46,MCR,B31,Inventory_1,2/1/2021,5,849,2.872
2020,6/11/2020,GR26 X GR17,MCR,C25,Inventory_2,2/9/2021,7,833,7.324
2020,6/11/2020,GR26 X GR24,MCR,C21,Inventory_2,2/9/2021,7,371,6.286
2020,6/11/2020,GR26 X OR14,MCR,C31,Inventory_2,2/9/2021,7,313,8.033
2020,6/11/2020,"GR26 X GR17, GR24",MCR,B40,Inventory_2,2/9/2021,7,1600,5.979
2020,6/11/2020,GR26 X OR44,MCR,B28,Inventory_2,2/9/2021,7,1291,6.410
2020,6/11/2020,GR26 X OR14,MCR,B09,Inventory_2,2/9/2021,7,501,4.987
2020,6/11/2020,GR26 X OR44,MCR,B20,Inventory_2,2/9/2021,7,808,5.760
2020,6/11/2020,GR26 X OR44,MCR,B02,Inventory_2,2/9/2021,7,840,4.340
2020,8/13/2020,GR23 X OR87,MCR,B32,Inventory_1,2/11/2021,5,710,2.681
2020,8/13/2020,GR23 X OR86,MCR,B23,Inventory_1,2/11/2021,5,748,2.233
2020,7/9/2020,GR16 X GR07,MCR,B33,Inventory_2,2/9/2021,7,965,5.107
2020,7/9/2020,GR27 X GR07,MCR,B11,Inventory_2,2/9/2021,7,101,8.440
2020,7/9/2020,GR27 X GR07,MCR,B16,Inventory_2,2/9/2021,7,469,2.850
2020,7/9/2020,GR27 X GR07,MCR,B27,Inventory_2,2/9/2021,7,741,4.900
2020,7/9/2020,GR27 X GR07,MCR,C26,Inventory_2,2/9/2021,7,694,3.870
2020,7/9/2020,GR27 X GR11,MCR,B01,Inventory_2,2/9/2021,7,742,4.427
2020,7/9/2020,GR27 X GR11,MCR,B06,Inventory_2,2/9/2021,7,458,3.707
2020,7/9/2020,GR27 X OR50,MCR,B21,Inventory_2,2/9/2021,7,623,5.250
2020,7/9/2020,GR27 X OR50,MCR,B24,Inventory_2,2/9/2021,7,878,4.470
2020,7/9/2020,GR27 X OR50,MCR,C30,Inventory_2,2/9/2021,7,1472,4.490
2020,7/9/2020,GR27 X OR50,MCR,C35,Inventory_2,2/9/2021,7,812,5.640
2020,7/9/2020,GR28 X OR50,MCR,B29,Inventory_2,2/9/2021,7,135,6.959
2020,7/9/2020,GR27 X GR09,MCR,B15,Inventory_2,2/9/2021,7,525,4.890
2020,7/9/2020,GR27 X GR09,MCR,B36,Inventory_2,2/9/2021,7,1055,5.050
2020,7/9/2020,GR27 X GR09,MCR,C36,Inventory_2,2/9/2021,7,261,6.130
2020,8/13/2020,GR23 X GR25,MCR,C12,Inventory_1,2/9/2021,5,319,3.507
2020,8/13/2020,GR23 X GR25,MCR,C40,Inventory_1,2/9/2021,5,891,3.767
2020,8/13/2020,GR23 X OR44,MCR,C15,Inventory_1,2/9/2021,5,537,2.873
2020,8/13/2020,GR23 X OR44,MCR,C39,Inventory_1,2/9/2021,5,662,3.220
2020,8/13/2020,GR23 X OR85,MCR,B26,Inventory_1,2/9/2021,5,263,4.300
2020,8/13/2020,GR23 X OR85,MCR,C11,Inventory_1,2/9/2021,5,1158,2.420
2020,8/13/2020,GR23 X OR86,MCR,D01,Inventory_1,2/9/2021,5,442,2.753
2020,8/13/2020,GR23 X OR87,MCR,D02,Inventory_1,2/9/2021,5,320,2.727
2020,6/25/2020,GR02 X OR91,MCR,B18,Inventory_3,2/23/2021,7,718,5.972
2020,6/25/2020,GR02 X GR20,MCR,B07,Inventory_3,2/23/2021,7,448,2.897
2020,7/30/2020,GR18 X OR95,MCR,B17,Inventory_1,1/26/2021,5,662,4.010
2020,7/30/2020,GR18 X OR95,MCR,B37,Inventory_1,1/26/2021,5,548,3.700
2020,7/30/2020,GR18 X OR95,MCR,C20,Inventory_1,1/26/2021,5,364,2.280
2020,7/30/2020,GR18 X OR95,MCR,C33,Inventory_1,1/26/2021,5,602,3.980
2020,7/9/2020,GR27 X GR12,MCR,B04,Inventory_2,2/8/2021,6,520,3.328
2020,7/9/2020,GR27 X GR12,MCR,C29,Inventory_2,2/8/2021,6,355,3.569
2020,7/9/2020,GR27 X GR12,MCR,C23,Inventory_2,2/8/2021,6,394,4.355
2020,7/30/2020,GR18 X GR13,MCR,B03,Inventory_2,2/23/2021,6,604,4.120
2020,7/30/2020,GR18 X GR13,MCR,B25,Inventory_2,2/23/2021,6,318,5.540
2020,7/30/2020,GR18 X GR13,MCR,B30,Inventory_2,2/23/2021,6,988,3.820
2020,7/30/2020,GR18 X GR13,MCR,C10,Inventory_2,2/23/2021,6,160,3.820
2020,7/30/2020,GR18 X GR17,MCR,B08,Inventory_2,2/23/2021,6,174,5.280
2020,7/30/2020,GR18 X GR17,MCR,B14,Inventory_2,2/23/2021,6,146,5.270
2020,7/30/2020,GR18 X GR17,MCR,B19,Inventory_2,2/23/2021,6,59,5.270
2020,7/30/2020,GR18 X OR48,MCR,B35,Inventory_2,2/23/2021,6,619,5.370
2020,7/30/2020,GR18 X OR48,MCR,B38,Inventory_2,2/23/2021,6,705,6.030
2020,7/30/2020,GR18 X OR48,MCR,C09,Inventory_2,2/23/2021,6,218,3.710
2020,7/30/2020,GR18 X GR24,MCR,B12,Inventory_2,2/23/2021,6,1259,4.007
2020,7/30/2020,GR18 X GR24,MCR,C32,Inventory_2,2/23/2021,6,396,6.938
2020,7/30/2020,GR18 X GR24,MCR,C38,Inventory_2,2/23/2021,6,1081,4.421
2020,7/30/2020,GR18 X OR87,MCR,B10,Inventory_2,2/23/2021,6,88,3.940
2020,7/30/2020,GR18 X OR87,MCR,B22,Inventory_2,2/23/2021,6,827,3.870
2020,7/30/2020,GR18 X OR87,MCR,C24,Inventory_2,2/23/2021,6,194,5.380
2020,7/30/2020,GR18 X OR87,MCR,C28,Inventory_2,2/23/2021,6,206,4.160
2020,7/30/2020,GR18 X OR95,MCR,B17,Inventory_2,2/23/2021,6,417,5.090
2020,7/30/2020,GR18 X OR95,MCR,B37,Inventory_2,2/23/2021,6,644,5.810
2020,7/30/2020,GR18 X OR95,MCR,C20,Inventory_2,2/23/2021,6,66,4.480
2020,7/30/2020,GR18 X OR95,MCR,C33,Inventory_2,2/23/2021,6,645,4.040
2020,7/30/2020,GR26 X GR13,MCR,C27,Inventory_2,2/23/2021,6,207,4.393
2020,7/30/2020,GR26 X GR13,MCR,C34,Inventory_2,2/23/2021,6,654,4.045
2020,7/30/2020,GR26 X GR13,MCR,C37,Inventory_2,2/23/2021,6,619,3.924
2020,7/30/2020,GR26 X OR48,MCR,B13,Inventory_2,2/23/2021,6,76,7.473
2020,7/30/2020,GR26 X OR48,MCR,C22,Inventory_2,2/23/2021,6,259,4.757
2020,7/30/2020,GR18 X OR91,MCR,B05,Inventory_2,2/23/2021,6,153,4.613
2020,7/30/2020,GR18 X OR91,MCR,B34,Inventory_2,2/23/2021,6,468,4.633
2020,7/9/2020,GR27 X OR50,MCR,B21,Inventory_3,3/9/2021,8,658,6.080
2020,7/9/2020,GR27 X OR50,MCR,B24,Inventory_3,3/9/2021,8,1003,6.030
2020,7/9/2020,GR27 X OR50,MCR,C30,Inventory_3,3/9/2021,8,1319,4.600
2020,7/9/2020,GR27 X GR09,MCR,B36,Inventory_3,3/9/2021,8,982,6.520
2020,7/9/2020,GR27 X GR09,MCR,B15,Inventory_3,3/9/2021,8,636,5.830
2020,7/9/2020,GR27 X GR09,MCR,C36,Inventory_3,3/9/2021,8,299,7.870
2020,7/9/2020,GR27 X GR07,MCR,B11,Inventory_3,3/9/2021,8,98,9.930
2020,7/9/2020,GR27 X GR07,MCR,B16,Inventory_3,3/9/2021,8,492,3.600
2020,7/9/2020,GR27 X GR07,MCR,B27,Inventory_3,3/9/2021,8,771,5.240
2020,7/9/2020,GR27 X GR07,MCR,C26,Inventory_3,3/9/2021,8,795,5.610
2020,7/9/2020,GR27 X GR11,MCR,B06,Inventory_3,3/9/2021,8,819,4.080
2020,7/9/2020,GR27 X GR11,MCR,B01,Inventory_3,3/9/2021,8,843,4.980
2020,7/9/2020,GR16 X GR07,MCR,B33,Inventory_3,3/9/2021,8,867,7.410
2020,6/11/2020,GR26 X GR17,MCR,C25,Inventory_3,3/9/2021,8,847,4.317
2020,6/11/2020,GR26 X GR24,MCR,C21,Inventory_3,3/9/2021,8,361,7.972
2020,6/11/2020,GR26 X OR14,MCR,C31,Inventory_3,3/9/2021,8,315,10.931
2020,6/11/2020,GR26 X OR44,MCR,B28,Inventory_3,3/9/2021,8,1175,5.310
2020,6/11/2020,"GR26 X GR17, GR24",MCR,B40,Inventory_3,3/9/2021,8,1500,6.803
2020,6/11/2020,GR26 X OR44,MCR,B20,Inventory_3,3/9/2021,8,714,5.010
2020,6/11/2020,GR26 X OR14,MCR,B09,Inventory_3,3/9/2021,8,444,4.887
2020,6/11/2020,GR26 X OR44,MCR,B02,Inventory_3,3/9/2021,8,695,4.140
2020,7/9/2020,GR27 X GR12,MCR,C29,Inventory_3,3/11/2021,8,239,4.921
2020,7/9/2020,GR27 X GR12,MCR,C23,Inventory_3,3/11/2021,8,373,6.021
2020,7/9/2020,GR27 X GR12,MCR,B04,Inventory_3,3/11/2021,8,493,3.817
2020,7/9/2020,GR27 X OR50,MCR,C35,Inventory_3,3/11/2021,8,756,4.600
2020,7/9/2020,GR28 X OR50,MCR,B29,Inventory_3,3/11/2021,8,126,9.431
2020,7/30/2020,GR18 X GR13,MCR,B03,Inventory_3,3/23/2021,7,757,7.540
2020,7/30/2020,GR18 X GR13,MCR,B25,Inventory_3,3/23/2021,7,327,7.550
2020,7/30/2020,GR18 X GR13,MCR,B30,Inventory_3,3/23/2021,7,1241,7.460
2020,7/30/2020,GR18 X GR13,MCR,C10,Inventory_3,3/23/2021,7,165,5.570
2020,7/30/2020,GR18 X GR17,MCR,B19,Inventory_3,3/23/2021,7,340,6.990
2020,7/30/2020,GR18 X OR48,MCR,B35,Inventory_3,3/24/2021,7,550,5.138
2020,7/30/2020,GR18 X OR48,MCR,B38,Inventory_3,3/24/2021,7,400,6.533
2020,7/30/2020,GR18 X GR24,MCR,C38,Inventory_3,3/22/2021,7,1038,5.569
2020,7/30/2020,GR18 X GR24,MCR,C32,Inventory_3,3/22/2021,7,310,9.869
2020,7/30/2020,GR18 X GR24,MCR,B12,Inventory_3,3/22/2021,7,1250,5.207
2020,7/30/2020,GR18 X OR87,MCR,B22,Inventory_3,3/24/2021,7,622,5.020
2020,7/30/2020,GR18 X OR87,MCR,C24,Inventory_3,3/24/2021,7,181,4.970
2020,7/30/2020,GR18 X OR87,MCR,C28,Inventory_3,3/24/2021,7,180,5.190
2020,7/30/2020,GR18 X OR91,MCR,B34,Inventory_3,3/24/2021,7,553,5.203
2020,7/30/2020,GR18 X OR95,MCR,B17,Inventory_3,3/24/2021,7,326,
2020,7/30/2020,GR18 X OR95,MCR,B37,Inventory_3,3/24/2021,7,550,5.660
2020,7/30/2020,GR18 X OR95,MCR,C20,Inventory_3,3/24/2021,7,45,4.590
2020,7/30/2020,GR18 X OR95,MCR,C33,Inventory_3,3/24/2021,7,500,5.820
2020,7/30/2020,GR26 X GR13,MCR,C27,Inventory_3,3/24/2021,7,200,6.969
2020,7/30/2020,GR26 X GR13,MCR,C34,Inventory_3,3/24/2021,7,610,4.846
2020,7/30/2020,GR26 X GR13,MCR,C37,Inventory_3,3/24/2021,7,340,4.810
2020,7/30/2020,GR26 X OR48,MCR,C22,Inventory_3,3/24/2021,7,255,8.819
2020,8/13/2020,GR23 X GR25,MCR,B39,Inventory_2,3/29/2021,7,810,3.880
2020,8/13/2020,GR23 X OR44,MCR,C40,Inventory_2,3/29/2021,7,803,5.047
2020,8/13/2020,GR23 X OR46,MCR,B31,Inventory_2,3/29/2021,7,653,5.730
2020,8/13/2020,GR23 X OR46,MCR,D03,Inventory_2,3/29/2021,7,915,4.100
2020,8/13/2020,GR23 X OR46,MCR,D12,Inventory_2,3/29/2021,7,409,4.500
2020,8/13/2020,GR23 x OR85,MCR,B26,Inventory_2,3/29/2021,7,252,5.713
2020,8/13/2020,GR23 x OR85,MCR,C11,Inventory_2,3/29/2021,7,318,5.067
2020,8/13/2020,GR23 x OR86,MCR,B23,Inventory_2,3/29/2021,7,881,6.107
2020,8/13/2020,GR23 x OR86,MCR,D01,Inventory_2,3/29/2021,7,636,4.173
2020,8/13/2020,GR23 X OR87,MCR,B32,Inventory_2,3/29/2021,7,556,4.620
2020,8/13/2020,GR23 X OR87,MCR,D02,Inventory_2,3/29/2021,7,402,4.293
2020,8/13/2020,GR23 X GR25,MCR,C12,Inventory_2,3/29/2021,7,172,7.553
2020,8/13/2020,GR23 X OR44,MCR,C15,Inventory_2,3/29/2021,7,83,5.813
2021,5/19/2021,GR22 X OR52,MCR,B10,Inventory_0,5/19/2021,0,6400,
2021,5/19/2021,GR22 X GR20,MCR,B37,Inventory_0,5/19/2021,0,4200,
2021,5/19/2021,GR38 X OR52,MCR,C33,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X OR52,MCR,B15,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X OR52,MCR,B07,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X OR52,MCR,B09,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X GR20,MCR,C22,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X GR20,MCR,B02,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X GR20,MCR,C32,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR38 X GR20,MCR,B35,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X GR20,MCR,C26,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X GR20,MCR,C31,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X GR20,MCR,B38,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X GR20,MCR,B16,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X OR52,MCR,B14,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X OR52,MCR,B03,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X OR52,MCR,B11,Inventory_0,5/19/2021,0,15000,
2021,5/19/2021,GR19 X OR52,MCR,B40,Inventory_0,5/19/2021,0,15000,
2021,6/2/2021,GR26 X OR60,MCR,B04,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR60,MCR,B26,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR60,MCR,B21,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR97,MCR,B13,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR97,MCR,C25,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR97,MCR,C34,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X GR11,MCR,B06,Inventory_0,6/2/2021,0,13200,
2021,6/2/2021,GR26 X GR11,MCR,C21,Inventory_0,6/2/2021,0,13200,
2021,6/2/2021,GR26 X GR11,MCR,B29,Inventory_0,6/2/2021,0,13200,
2021,6/2/2021,GR26 X GR05,MCR,B08,Inventory_0,6/2/2021,0,16800,
2021,6/2/2021,GR26 X GR05,MCR,B33,Inventory_0,6/2/2021,0,16800,
2021,6/2/2021,GR26 X GR05,MCR,C23,Inventory_0,6/2/2021,0,16800,
2021,6/2/2021,GR26 X OR60,MCR,B31,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X OR97,MCR,C24,Inventory_0,6/2/2021,0,15000,
2021,6/2/2021,GR26 X GR11,MCR,B23,Inventory_0,6/2/2021,0,13200,
2021,6/16/2021,GR41 X GR35,MCR,C39,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR35,MCR,B01,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR46,MCR,C29,Inventory_0,6/16/2021,0,12900,
2021,6/16/2021,GR38 X GR46,MCR,B24,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR46,MCR,B28,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR46,MCR,B22,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR49,MCR,B39,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR49,MCR,B19,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR49,MCR,C37,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR46,MCR,B12,Inventory_0,6/16/2021,0,12900,
2021,6/16/2021,GR41 X GR46,MCR,C35,Inventory_0,6/16/2021,0,12900,
2021,6/16/2021,GR41 X GR46,MCR,B30,Inventory_0,6/16/2021,0,12900,
2021,6/16/2021,GR38 X GR35,MCR,C40,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR35,MCR,B34,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR35,MCR,B27,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR49,MCR,C27,Inventory_0,6/16/2021,0,13800,
2021,6/16/2021,GR41 X GR49,MCR,B18,Inventory_0,6/16/2021,0,13800,
2021,6/16/2021,GR41 X GR49,MCR,B32,Inventory_0,6/16/2021,0,13800,
2021,6/16/2021,GR41 X GR43,MCR,C38,Inventory_0,6/16/2021,0,7600,
2021,6/16/2021,GR41 X GR35,SA,3G,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR46,SA,4F,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR46,SA,4G,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR46,SA,4A,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR46,SA,4B,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR35,SA,4D,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR35,SA,4E,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR49,SA,4I,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR38 X GR49,SA,4J,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR49,SA,3H,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR49,SA,3I,Inventory_0,6/16/2021,0,15000,
2021,6/16/2021,GR41 X GR49,SA,3J,Inventory_0,6/16/2021,0,15000,
2021,5/19/2021,GR19 X GR20,MCR,C26,Inventory_1,9/7/2021,3,2,3.500
2021,5/19/2021,GR19 X GR20,MCR,C31,Inventory_1,9/7/2021,3,20,3.500
2021,5/19/2021,GR19 X GR20,MCR,B16,Inventory_1,9/7/2021,3,26,2.500
2021,5/19/2021,GR19 X GR20,MCR,B38,Inventory_1,9/7/2021,3,18,3.500
2021,5/19/2021,GR19 X OR52,MCR,B03,Inventory_1,9/7/2021,3,1,3.500
2021,5/19/2021,GR19 X OR52,MCR,B11,Inventory_1,9/7/2021,3,15,3.900
2021,5/19/2021,GR19 X OR52,MCR,B14,Inventory_1,9/7/2021,3,101,3.750
2021,5/19/2021,GR19 X OR52,MCR,B40,Inventory_1,9/7/2021,3,2,4.000
2021,5/19/2021,GR38 X GR20,MCR,B02,Inventory_1,9/7/2021,3,7,3.967
2021,5/19/2021,GR38 X GR20,MCR,B35,Inventory_1,9/7/2021,3,1,4.000
2021,5/19/2021,GR38 X GR20,MCR,C22,Inventory_1,9/7/2021,3,7,3.750
2021,5/19/2021,GR38 X GR20,MCR,C32,Inventory_1,9/7/2021,3,5,4.000
2021,5/19/2021,GR38 X OR52,MCR,B07,Inventory_1,9/7/2021,3,46,4.250
2021,5/19/2021,GR38 X OR52,MCR,B09,Inventory_1,9/7/2021,3,23,4.500
2021,5/19/2021,GR38 X OR52,MCR,B15,Inventory_1,9/7/2021,3,28,4.000
2021,5/19/2021,GR38 X OR52,MCR,C33,Inventory_1,9/7/2021,3,8,4.500
2021,5/19/2021,GR22 X GR20,MCR,B37,Inventory_1,9/8/2021,3,11,4.400
2021,5/19/2021,GR22 X OR52,MCR,B10,Inventory_1,9/8/2021,3,2,4.250
2021,6/2/2021,GR26 X GR05,MCR,B08,Inventory_1,9/8/2021,3,2,3.750
2021,6/2/2021,GR26 X GR05,MCR,B33,Inventory_1,9/8/2021,3,0,
2021,6/2/2021,GR26 X GR05,MCR,B23,Inventory_1,9/8/2021,3,26,2.750
2021,6/2/2021,GR26 X GR11,MCR,B06,Inventory_1,9/8/2021,3,21,4.000
2021,6/2/2021,GR26 X GR11,MCR,B23,Inventory_1,9/8/2021,3,61,3.000
2021,6/2/2021,GR26 X GR11,MCR,B29,Inventory_1,9/8/2021,3,15,3.200
2021,6/2/2021,GR26 X GR11,MCR,C21,Inventory_1,9/8/2021,3,4,3.250
2021,6/2/2021,GR26 X OR60,MCR,B04,Inventory_1,9/8/2021,3,19,3.500
2021,6/2/2021,GR26 X OR60,MCR,B21,Inventory_1,9/8/2021,3,12,3.200
2021,6/2/2021,GR26 X OR60,MCR,B26,Inventory_1,9/8/2021,3,2,2.500
2021,6/2/2021,GR26 X OR60,MCR,B31,Inventory_1,9/8/2021,3,4,2.500
2021,6/2/2021,GR26 X OR97,MCR,B13,Inventory_1,9/9/2021,3,14,3.000
2021,6/2/2021,GR26 X OR97,MCR,C24,Inventory_1,9/9/2021,3,2,2.750
2021,6/2/2021,GR26 X OR97,MCR,C25,Inventory_1,9/9/2021,3,351,4.000
2021,6/2/2021,GR26 X OR97,MCR,C34,Inventory_1,9/9/2021,3,6,3.250
2021,7/14/2021,GR51 X OR33,SA,3C,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR33,SA,3D,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR87,SA,3A,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR87,SA,3B,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR29,SA,3E,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR29,SA,3F,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR33,MCR,D05,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR33,MCR,D09,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR87,MCR,D15,Inventory_0,7/14/2021,0,24000,
2021,7/14/2021,GR51 X OR87,MCR,D08,Inventory_0,7/14/2021,0,24000,
2021,7/14/2021,GR51 X OR29,MCR,D10,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR29,MCR,D17,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X GR12,MCR,C30,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X GR12,MCR,D12,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X GR12,MCR,D02,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X GR12,MCR,B25,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR26 X OR57,MCR,D11,Inventory_0,7/14/2021,0,11200,
2021,7/14/2021,GR26 X OR95,MCR,C28,Inventory_0,7/14/2021,0,17600,
2021,7/14/2021,GR37 X OR57,MCR,D18,Inventory_0,7/14/2021,0,2800,
2021,7/14/2021,GR26 X OR87,MCR,D13,Inventory_0,7/14/2021,0,18800,
2021,7/14/2021,GR51 X OR57,MCR,B17,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR57,MCR,D14,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR57,MCR,C36,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR57,MCR,D06,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR95,MCR,D16,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR95,MCR,D07,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR95,MCR,B20,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR95,MCR,D03,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR95,MCR,D01,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR87,MCR,C19,Inventory_0,7/14/2021,0,15000,
2021,7/14/2021,GR51 X OR87,MCR,B05,Inventory_0,7/14/2021,0,15000,
2021,6/16/2021,GR38 X GR35,MCR,B27,Inventory_1,7/28/2021,1,5,4.300
2021,6/16/2021,GR38 X GR35,MCR,C40,Inventory_1,7/28/2021,1,34,4.200
2021,6/16/2021,GR38 X GR35,MCR,B34,Inventory_1,7/28/2021,1,122,4.460
2021,6/16/2021,GR38 X GR46,MCR,B22,Inventory_1,7/28/2021,1,9,3.125
2021,6/16/2021,GR38 X GR46,MCR,B24,Inventory_1,7/28/2021,1,16,4.333
2021,6/16/2021,GR38 X GR46,MCR,B28,Inventory_1,7/28/2021,1,2,3.600
2021,6/16/2021,GR38 X GR49,MCR,B19,Inventory_1,7/28/2021,1,13,4.400
2021,6/16/2021,GR41 X GR35,MCR,B01,Inventory_1,7/28/2021,1,9,4.033
2021,6/16/2021,GR41 X GR35,MCR,C39,Inventory_1,7/28/2021,1,7,3.833
2021,6/16/2021,GR41 X GR46,MCR,B12,Inventory_1,7/28/2021,1,22,3.800
2021,6/16/2021,GR41 X GR46,MCR,B30,Inventory_1,7/28/2021,1,18,3.160
2021,6/16/2021,GR41 X GR46,MCR,C29,Inventory_1,7/28/2021,1,2,3.100
2021,6/16/2021,GR41 X GR46,MCR,C35,Inventory_1,7/28/2021,1,0,
2021,6/16/2021,GR38 X GR49,MCR,B39,Inventory_1,7/28/2021,1,500,3.500
2021,6/16/2021,GR38 X GR49,MCR,C37,Inventory_1,7/28/2021,1,500,3.500
